series,network,Type,# Eps,Air Day,National Time,daypart,Run_time (min),Unique HHs,Total Hrs Viewed,Avg % Viewed
series1008,network24,Cable,1,M,8:00 AM,earlymorning,120,"35,215",22972.17694,31.18%
series1403,network20,Cable,1,S,7:00 PM,primeaccess,60,"35,199",15014.98944,41.53%
series374,network24,Cable,1,F,8:00 AM,earlymorning,120,"35,019",20505.43,28.10%
series1293,network61,Cable,1,S,7:00 PM,primeaccess,60,"34,882",19736.03139,54.24%
series472,network34,Cable,1,U,3:00 AM,overnight,60,"34,879",20381.75139,57.37%
series430,network42,Cable,1,T,8:00 AM,earlymorning,120,"34,850",17253.38944,24.15%
series729,network61,Cable,1,U,7:00 PM,primeaccess,60,"34,795",14060.00056,39.33%
series598,network33,Cable,1,F,7:00 PM,primeaccess,30,"34,617",10626.39389,59.96%
series810,network35,Cable,1,U,2:00 AM,overnight,60,"34,590",20985.0325,59.75%
series1083,network34,Cable,1,S,5:00 AM,overnight,60,"34,578",16913.83528,47.69%
series1146,network19,Cable,1,M,8:00 AM,earlymorning,105,"34,532",19348.40667,30.87%
series1389,network30,Cable,1,W,3:01 AM,overnight,61,"34,525",20565.02472,57.86%
series316,network24,Cable,1,M,8:00 AM,earlymorning,120,"34,516",21485.79111,29.80%
series1370,network8,Cable,1,S,2:00 AM,overnight,60,"34,505",19626.22222,56.02%
series1378,network42,Cable,1,M,8:00 AM,earlymorning,120,"34,454",19098.36083,27.38%
series168,network38,Cable,1,F,7:30 PM,primeaccess,60,"34,432",11778.19,33.52%
series1035,network7,Cable,1,R,7:30 PM,primeaccess,23,"34,414",7212.23,53.25%
series1049,network9,Cable,1,S,3:30 AM,overnight,30,"34,366",13130.96083,75.15%
series1247,network35,Cable,1,S,2:00 AM,overnight,60,"34,302",19224.96028,55.08%
series1425,network22,Cable,1,U,2:00 AM,overnight,60,"34,164",21078.67278,60.61%
series457,network34,Cable,1,S,4:00 AM,overnight,60,"34,162",17057.35889,49.05%
series421,network40,Cable,1,R,7:00 PM,primeaccess,60,"34,133",10781.36222,31.20%
series1026,network10,Cable,1,U,2:00 AM,overnight,60,"34,090",15703.60694,45.55%
series486,network34,Cable,1,S,4:00 AM,overnight,60,"34,068",17943.71639,51.67%
series622,network24,Cable,1,T,8:00 AM,earlymorning,120,"34,049",21002.485,29.57%
series788,network33,Cable,1,T,7:58 PM,primeaccess,2,"33,930",1094.835556,95.50%
series257,network24,Cable,1,W,8:00 AM,earlymorning,120,"33,903",20758.46861,29.39%
series634,network7,Cable,1,S,2:00 AM,overnight,60,"33,892",15057.60806,43.67%
series145,network24,Cable,1,U,2:00 AM,overnight,110,"33,868",25119.68944,39.41%
series1250,network42,Cable,1,R,8:00 AM,earlymorning,120,"33,819",20366.66861,29.43%
series1228,network34,Cable,1,S,5:00 AM,overnight,60,"33,810",15706.34722,45.22%
series569,network22,Cable,1,F,8:00 AM,earlymorning,60,"33,776",15113.22056,43.61%
series262,network30,Cable,1,S,7:00 AM,earlymorning,60,"33,674",12612.58639,36.88%
series104,network24,Cable,1,F,8:00 AM,earlymorning,120,"33,656",22554.86667,31.96%
series1113,network42,Cable,1,T,8:00 AM,earlymorning,120,"33,540",17381.73056,25.28%
series1315,network24,Cable,1,U,6:00 AM,earlymorning,120,"33,533",20264.81722,29.41%
series951,network15,Cable,1,R,8:00 AM,earlymorning,120,"33,514",17069.15806,24.90%
series386,network12,Cable,1,S,7:40 AM,earlymorning,125,"33,380",21465.62556,29.34%
series858,network24,Cable,1,T,2:00 AM,overnight,110,"33,155",25322.03167,40.52%
series1020,network6,Cable,1,R,3:00 AM,overnight,30,"33,134",12627.00306,75.26%
series34,network20,Cable,1,W,7:00 PM,primeaccess,60,"33,107",14363.89722,42.15%
series157,network15,Cable,1,M,7:00 PM,primeaccess,60,"33,020",13772.0425,40.56%
series1036,network20,Cable,1,S,2:00 AM,overnight,60,"32,877",20396.52194,60.25%
series1028,network15,Cable,1,T,8:00 AM,earlymorning,120,"32,831",17877.02139,26.37%
series289,network35,Cable,1,W,2:00 AM,overnight,60,"32,712",16695.70806,50.36%
series1122,network24,Cable,1,R,2:00 AM,overnight,110,"32,593",27510.92583,44.70%
series362,network9,Cable,1,F,2:45 AM,overnight,90,"32,520",20538.90861,41.42%
series757,network44,Cable,1,S,7:00 PM,primeaccess,60,"32,511",12849.265,38.56%
series802,network24,Cable,1,R,8:00 AM,earlymorning,120,"32,444",20598.10667,30.29%
series785,network24,Cable,1,R,2:00 AM,overnight,110,"32,438",24922.7475,40.76%
series415,network21,Cable,2,S,8:35 AM,earlymorning,5,"32,398",2416.831389,88.62%
series1234,network24,Cable,1,U,2:00 AM,overnight,110,"32,366",24962.91028,40.92%
series1027,network31,Cable,1,U,7:00 PM,primeaccess,60,"32,333",11341.92028,34.51%
series1062,network65,Cable,1,F,7:00 PM,primeaccess,30,"32,267",6469.005278,39.64%
series961,network35,Cable,1,S,2:00 AM,overnight,60,"32,202",19283.17222,58.97%
series1016,network24,Cable,1,T,8:00 AM,earlymorning,120,"32,187",19982.14056,29.71%
series1303,network3,Cable,1,F,3:00 AM,overnight,60,"32,076",15316.51167,47.08%
series279,network24,Cable,1,M,8:00 AM,earlymorning,120,"31,948",19897.12333,29.86%
series1269,network24,Cable,1,U,6:00 AM,earlymorning,120,"31,873",20729.75333,31.59%
series1024,network30,Cable,1,R,8:00 AM,earlymorning,60,"31,780",11795.79583,36.59%
series722,network24,Cable,1,S,6:00 AM,earlymorning,120,"31,748",18784.87917,28.81%
series113,network42,Cable,1,M,8:00 AM,earlymorning,120,"31,614",19028.3,29.67%
series332,network35,Cable,1,U,2:00 AM,overnight,60,"31,599",18445.10028,57.34%
series281,network9,Cable,1,S,4:00 AM,overnight,60,"31,515",18418.94583,57.56%
series678,network22,Cable,1,F,6:30 AM,earlymorning,60,"31,461",14669.84667,45.32%
series976,network15,Cable,1,R,8:30 AM,earlymorning,120,"31,433",18479.92639,28.55%
series1049,network9,Cable,1,U,2:00 AM,overnight,30,"31,424",10360.00278,65.04%
series1408,network31,Cable,1,S,7:00 PM,primeaccess,60,"31,412",12204.1475,38.17%
series422,network30,Cable,1,F,7:00 AM,earlymorning,60,"31,411",12944.98694,40.56%
series894,network30,Cable,1,R,8:30 AM,earlymorning,30,"31,356",8916.781944,56.06%
series859,network24,Cable,1,R,8:00 AM,earlymorning,120,"31,347",19405.08278,29.74%
series1235,network15,Cable,1,U,3:00 AM,overnight,120,"31,209",26170.08167,40.83%
series1143,network9,Cable,1,W,7:31 PM,primeaccess,29,"31,195",8507.311111,55.69%
series1281,network23,Cable,2,U,6:00 AM,earlymorning,28,"31,129",9173.637222,62.47%
series1381,network22,Cable,1,F,7:00 AM,earlymorning,60,"30,988",14767.9225,46.29%
series645,network34,Cable,1,S,4:00 AM,overnight,60,"30,970",17262.12806,54.54%
series1404,network24,Cable,1,W,8:00 AM,earlymorning,120,"30,854",18610.31389,28.91%
series1184,network24,Cable,1,F,8:00 AM,earlymorning,120,"30,852",17373.72333,27.22%
series1431,network12,Cable,1,U,7:00 PM,primeaccess,60,"30,732",9726.059444,31.29%
series845,network24,Cable,1,T,8:00 AM,earlymorning,120,"30,688",19398.86083,30.24%
series359,network48,Cable,1,W,3:01 AM,overnight,61,"30,607",19634.70028,61.97%
series1276,network24,Cable,1,T,8:00 AM,earlymorning,120,"30,518",20056.99139,31.38%
series387,network4,Broadcast,1,S,7:11 PM,primeaccess,49,"30,379",11488.58972,44.28%
series546,network42,Cable,1,R,8:00 AM,earlymorning,120,"30,358",19621.91806,31.74%
series456,network18,Broadcast,1,S,7:00 PM,primeaccess,60,"30,347",12919.03889,39.69%
series396,network31,Cable,1,S,7:00 PM,primeaccess,60,"30,342",11187.11611,36.28%
series175,network45,Cable,1,T,2:00 AM,overnight,30,"30,327",12716.71583,82.13%
series1403,network20,Cable,1,S,2:00 AM,overnight,60,"30,314",17984.25389,57.70%
series1195,network24,Cable,1,M,8:00 AM,earlymorning,120,"30,246",18510.87472,29.35%
series187,network21,Cable,1,U,8:00 AM,earlymorning,15,"30,206",4652.573889,60.99%
series854,network20,Cable,1,R,7:00 PM,primeaccess,60,"30,156",13185.35167,42.57%
series1297,network19,Cable,1,R,8:30 AM,earlymorning,105,"30,109",15408.61139,28.05%
series1283,network15,Cable,1,W,8:00 AM,earlymorning,120,"30,098",16860.20361,27.05%
series962,network28,Cable,1,F,2:30 AM,overnight,30,"30,069",11691.86722,76.32%
series1271,network21,Cable,1,U,6:30 AM,earlymorning,30,"29,949",9134.410833,60.04%
series1061,network9,Cable,1,U,2:00 AM,overnight,30,"29,882",10518.31278,69.49%
series127,network15,Cable,1,W,8:00 AM,earlymorning,120,"29,848",16285.00167,26.49%
series126,network30,Cable,1,U,7:00 AM,earlymorning,60,"29,724",10556.23972,35.06%
series1075,network36,Cable,1,U,2:00 AM,overnight,60,"29,553",14679.36056,49.00%
series514,network9,Cable,1,S,3:30 AM,overnight,60,"29,419",16065.24944,53.61%
series1274,network33,Cable,2,F U,6:30 AM,earlymorning,30,"29,324",8060.765555,54.10%
series743,network30,Cable,1,W,3:01 AM,overnight,61,"29,285",18337.65917,60.78%
series1262,network47,Cable,1,F,7:00 PM,primeaccess,60,"29,181",12126.37806,40.70%
series657,network17,Cable,1,S,3:00 AM,overnight,30,"29,132",10436.51611,70.72%
series578,network60,Cable,1,M,7:00 PM,primeaccess,60,"29,016",9934.330278,33.76%
series1246,network38,Cable,1,U,8:30 AM,earlymorning,60,"28,980",9193.180833,31.08%
series1044,network19,Cable,1,T,7:15 PM,primeaccess,45,"28,888",7707.777778,34.94%
series399,network8,Cable,1,W,2:00 AM,overnight,30,"28,829",11123.06139,76.03%
series1243,network31,Cable,1,S,7:00 PM,primeaccess,60,"28,790",9793.451944,33.57%
series1281,network23,Cable,1,U,8:39 AM,earlymorning,25,"28,741",7443.074444,61.05%
series1083,network34,Cable,1,U,4:00 AM,overnight,60,"28,721",15142.88667,51.59%
series1387,network22,Cable,1,S,3:00 AM,overnight,60,"28,619",14729.21417,50.81%
series839,network46,Cable,1,F,7:30 PM,primeaccess,30,"28,568",7299.555,49.55%
series789,network40,Cable,1,S,7:00 PM,primeaccess,60,"28,422",10306.54917,35.58%
series788,network33,Cable,1,M,6:58 PM,earlyfringe,2,"28,353",929.931389,97.13%
series1124,network28,Cable,1,U,6:00 AM,earlymorning,60,"28,342",12988.01806,44.94%
series1352,network20,Cable,1,U,8:00 AM,earlymorning,60,"28,292",13774.39222,47.31%
series1308,network28,Cable,1,W,2:08 AM,overnight,34,"28,263",12157.92722,74.59%
series728,network21,Cable,1,U,3:30 AM,overnight,30,"28,209",9866.024444,69.09%
series34,network20,Cable,1,F,6:00 AM,earlymorning,120,"28,045",20879.65583,35.91%
series626,network22,Cable,1,R,6:30 AM,earlymorning,60,"28,038",13279.28472,46.20%
series1036,network20,Cable,1,S,3:00 AM,overnight,60,"27,992",16920.31111,58.83%
series335,network20,Cable,1,U,8:00 AM,earlymorning,60,"27,961",11830.34361,41.16%
series208,network24,Cable,1,F,6:00 AM,earlymorning,120,"27,829",17003.81278,29.46%
series1060,network3,Cable,1,S,3:00 AM,overnight,30,"27,779",9864.433333,70.09%
series324,network20,Cable,1,U,8:00 AM,earlymorning,60,"27,586",13205.62778,46.57%
series603,network6,Cable,1,W,3:00 AM,overnight,60,"27,584",17191.22611,61.46%
series418,network24,Cable,1,W,6:00 AM,earlymorning,120,"27,535",16743.35139,29.33%
series326,network8,Cable,1,F,2:00 AM,overnight,30,"27,477",9592.612778,68.95%
series187,network21,Cable,1,S,8:30 AM,earlymorning,15,"27,446",4332.993889,62.46%
series940,network25,Cable,1,R,7:30 PM,primeaccess,30,"27,399",7319.905833,52.76%
series217,network22,Cable,1,U,3:00 AM,overnight,60,"27,286",14792.84222,53.32%
series870,network19,Cable,1,S,7:30 AM,earlymorning,90,"27,230",12145.49694,28.88%
series1151,network10,Cable,1,U,7:00 PM,primeaccess,30,"27,114",6275.259722,45.88%
series1308,network28,Cable,1,W,2:42 AM,overnight,34,"26,987",10984.00194,70.50%
series954,network7,Cable,1,S,7:00 PM,primeaccess,30,"26,884",7656.177222,56.02%
series1020,network6,Cable,1,R,3:30 AM,overnight,30,"26,861",11097.02,81.76%
series1330,network38,Cable,1,W,7:00 PM,primeaccess,60,"26,784",10232.06806,37.31%
series424,network24,Cable,1,M,6:00 AM,earlymorning,120,"26,770",15821.70917,28.66%
series320,network20,Cable,1,U,3:00 AM,overnight,60,"26,739",16311.39944,59.54%
series962,network28,Cable,1,F,3:00 AM,overnight,30,"26,704",9575.594444,70.48%
series46,network24,Cable,1,T,6:00 AM,earlymorning,120,"26,646",16777.03306,30.35%
series976,network15,Cable,1,F,2:00 AM,overnight,60,"26,612",15414.38222,56.84%
series246,network9,Cable,1,T,2:30 AM,overnight,30,"26,530",9549.016111,71.18%
series271,network20,Cable,1,W,7:00 PM,primeaccess,60,"26,516",11432.55028,42.07%
series1405,network24,Cable,1,F,6:00 AM,earlymorning,120,"26,356",16147.94028,29.60%
series169,network24,Cable,1,F,6:00 AM,earlymorning,120,"26,342",14986.91833,27.71%
series1281,network23,Cable,1,U,8:12 AM,earlymorning,27,"26,317",7029.477778,58.32%
series1062,network11,Cable,1,M,4:00 AM,overnight,30,"26,293",8367.4075,63.05%
series352,network7,Cable,1,F,7:30 PM,primeaccess,30,"26,272",6601.111944,49.72%
series1308,network28,Cable,1,T,2:17 AM,overnight,35,"26,213",11190.86889,71.98%
series64,network29,Cable,1,U,7:00 PM,primeaccess,60,"26,164",13930.34722,50.15%
series872,network34,Cable,1,U,4:00 AM,overnight,60,"26,126",13045.07889,48.96%
series1115,network24,Cable,1,M,6:00 AM,earlymorning,120,"25,959",15709.49639,29.25%
series1308,network28,Cable,1,T,2:52 AM,overnight,33,"25,807",9611.949167,66.62%
series519,network24,Cable,1,M,6:00 AM,earlymorning,120,"25,806",15998.80139,29.98%
series894,network30,Cable,1,R,8:00 AM,earlymorning,30,"25,490",6661.362778,51.61%
series921,network8,Cable,1,R,2:00 AM,overnight,60,"25,489",14655.9075,56.57%
series1351,network20,Cable,1,U,3:00 AM,overnight,60,"25,462",15592.30306,59.85%
series563,network28,Cable,1,T,2:28 AM,overnight,32,"25,425",10312.89694,74.76%
series1151,network10,Cable,1,U,7:30 PM,primeaccess,30,"25,255",6147.450278,48.20%
series1415,network22,Cable,1,W,3:31 AM,overnight,29,"25,243",9338.055278,75.59%
series788,network33,Cable,1,M,6:43 PM,earlyfringe,2,"25,057",829.770556,97.83%
series477,network9,Cable,1,U,2:00 AM,overnight,30,"25,029",8605.790833,67.80%
series565,network20,Cable,1,S,6:00 AM,earlymorning,60,"24,966",10749.67333,42.30%
series9,network6,Cable,1,F,6:30 AM,earlymorning,60,"24,800",9300.664722,36.83%
series131,network2,Cable,1,R,2:00 AM,overnight,60,"24,797",14055.26361,55.84%
series217,network52,Cable,1,U,7:00 PM,primeaccess,60,"24,735",11343.755,44.08%
series400,network20,Cable,1,U,3:00 AM,overnight,60,"24,729",15038.87278,59.43%
series685,network24,Cable,1,R,6:00 AM,earlymorning,120,"24,672",15477.4775,30.25%
series565,network20,Cable,1,S,7:00 AM,earlymorning,60,"24,510",9323.862778,37.44%
series399,network8,Cable,1,W,2:30 AM,overnight,30,"24,430",10037.52556,80.93%
series876,network45,Cable,1,W,3:00 AM,overnight,30,"24,402",7942.166111,63.88%
series1345,network20,Cable,1,S,3:00 AM,overnight,60,"24,386",13797.34472,55.29%
series380,network26,Cable,1,R,2:45 AM,overnight,15,"24,384",5449.710556,88.60%
series246,network9,Cable,1,R,2:34 AM,overnight,30,"24,251",7836.061389,64.02%
series1036,network20,Cable,1,S,4:00 AM,overnight,60,"24,018",13978.16278,56.72%
series574,network60,Cable,1,W,7:30 PM,primeaccess,30,"23,952",5545.958611,45.93%
series246,network9,Cable,1,T,3:00 AM,overnight,30,"23,897",7996.290278,66.22%
series653,network10,Cable,1,U,2:00 AM,overnight,30,"23,871",7725.251111,64.09%
series940,network25,Cable,1,R,7:00 PM,primeaccess,30,"23,829",5741.697222,47.68%
series678,network52,Cable,1,S,7:00 PM,primeaccess,60,"23,801",11389.69528,46.34%
series1049,network9,Cable,1,U,2:15 AM,overnight,30,"23,781",8219.134722,68.28%
series1342,network47,Cable,1,R,7:30 PM,primeaccess,30,"23,682",6782.711944,56.43%
series1333,network9,Cable,1,U,3:30 AM,overnight,30,"23,584",8311.854167,69.68%
series400,network20,Cable,1,U,7:00 AM,earlymorning,60,"23,529",12547.33417,51.95%
series608,network2,Cable,1,S,8:30 AM,earlymorning,30,"23,486",6053.980833,50.74%
series756,network38,Cable,1,U,8:30 AM,earlymorning,60,"23,453",7789.011667,32.60%
series1191,network20,Cable,1,U,8:00 AM,earlymorning,60,"23,442",10947.56639,45.49%
series1393,network4,Broadcast,1,S,7:11 PM,primeaccess,19,"23,381",5312.002222,68.87%
series1308,network28,Cable,1,W,3:16 AM,overnight,36,"23,311",10385.25667,72.92%
series962,network28,Cable,1,F,3:30 AM,overnight,30,"23,274",8993.959444,76.07%
series634,network7,Cable,1,U,8:00 AM,earlymorning,60,"23,255",8580.565278,36.34%
series563,network28,Cable,1,T,3:00 AM,overnight,30,"23,248",8279.334444,70.08%
series923,network43,Cable,1,U,7:00 PM,primeaccess,30,"23,240",6122.254167,51.43%
series864,network20,Cable,1,S,3:00 AM,overnight,60,"23,227",13537.80222,56.84%
series192,network45,Cable,1,S,3:00 AM,overnight,30,"23,219",8410.235,71.21%
series370,network9,Cable,1,T,2:34 AM,overnight,30,"23,152",8633.083889,73.81%
series923,network43,Cable,1,U,7:30 PM,primeaccess,30,"23,041",6398.344722,54.07%
series320,network20,Cable,1,U,4:00 AM,overnight,60,"23,018",13526.5825,57.41%
series187,network21,Cable,1,U,6:00 AM,earlymorning,15,"23,001",3986.346944,68.68%
series1362,network20,Cable,1,S,7:00 AM,earlymorning,60,"22,993",11443.49333,48.58%
series326,network8,Cable,1,F,2:30 AM,overnight,30,"22,787",8675.989722,75.20%
series754,network9,Cable,1,U,8:00 AM,earlymorning,60,"22,600",7767.292778,33.97%
series931,network48,Cable,1,S,3:01 AM,overnight,30,"22,572",8005.104444,69.79%
series175,network45,Cable,1,W,3:00 AM,overnight,30,"22,572",7405.576389,64.35%
series1308,network28,Cable,1,W,3:52 AM,overnight,33,"22,451",8201.560556,65.22%
series709,network61,Cable,1,S,7:00 AM,earlymorning,120,"22,443",14975.58694,32.06%
series962,network28,Cable,1,F,4:00 AM,overnight,30,"22,348",7722.163611,68.05%
series1281,network23,Cable,1,U,7:46 AM,earlymorning,26,"22,295",5769.286111,58.83%
series1308,network28,Cable,1,T,3:25 AM,overnight,35,"22,279",9591.908056,72.65%
series187,network21,Cable,1,F,3:45 AM,overnight,15,"22,063",4377.910556,78.59%
series400,network20,Cable,1,U,6:00 AM,earlymorning,60,"22,023",12223.88389,54.16%
series649,network7,Cable,1,R,7:53 PM,primeaccess,7,"21,971",2085.57,80.14%
series292,network20,Cable,1,S,6:00 AM,earlymorning,60,"21,895",11141.27889,49.82%
series1342,network47,Cable,1,R,7:00 PM,primeaccess,30,"21,888",6221.99,56.04%
series594,network20,Cable,1,S,6:00 AM,earlymorning,60,"21,863",11786.42389,52.63%
series1191,network20,Cable,1,U,7:00 AM,earlymorning,60,"21,697",10872.66944,48.86%
series246,network9,Cable,1,R,3:04 AM,overnight,30,"21,605",7284.033611,66.79%
series67,network10,Cable,1,F,2:30 AM,overnight,30,"21,512",7626.814167,70.12%
series798,network48,Cable,1,U,7:30 AM,earlymorning,60,"21,197",8283.518889,38.50%
series1333,network9,Cable,1,M,2:30 AM,overnight,30,"21,182",7192.512222,67.24%
series586,network20,Cable,1,U,7:00 AM,earlymorning,60,"21,106",10976.01444,50.63%
series1335,network62,Cable,1,S,2:00 AM,overnight,30,"21,100",6665.792222,61.83%
series658,network20,Cable,1,U,7:00 AM,earlymorning,60,"21,013",11429.89778,52.90%
series731,network51,Cable,1,U,7:52 PM,primeaccess,32,"20,995",6533.108889,56.11%
series593,network20,Cable,1,S,7:00 AM,earlymorning,60,"20,865",10852.08722,50.62%
series1333,network9,Cable,1,F,4:30 AM,overnight,30,"20,847",7442.377222,70.64%
series1025,network10,Cable,1,S,8:30 AM,earlymorning,30,"20,677",5532.009444,52.75%
series1391,network8,Cable,1,W,2:00 AM,overnight,30,"20,656",7628.819167,73.00%
series40,network20,Cable,1,U,6:00 AM,earlymorning,60,"20,655",10665.15167,50.48%
series1061,network9,Cable,1,T,2:30 AM,overnight,30,"20,561",7837.1125,75.48%
series629,network20,Cable,1,S,6:00 AM,earlymorning,60,"20,538",10855.09583,51.78%
series616,network48,Cable,1,M,8:00 AM,earlymorning,60,"20,528",8119.508056,38.83%
series577,network30,Cable,1,M,6:00 AM,earlymorning,60,"20,476",8647.243611,41.73%
series608,network2,Cable,1,S,8:00 AM,earlymorning,30,"20,454",5090.066667,49.08%
series731,network51,Cable,1,U,7:20 PM,primeaccess,32,"20,444",6420.312222,56.75%
series192,network45,Cable,1,S,3:30 AM,overnight,30,"20,431",8205.142222,78.96%
series1293,network61,Cable,1,S,2:00 AM,overnight,60,"20,351",14955.04722,70.54%
series715,network28,Cable,1,M,2:30 AM,overnight,30,"20,327",7665.774444,74.18%
series817,network46,Cable,1,U,8:30 AM,earlymorning,30,"20,167",5236.200556,50.96%
series463,network61,Cable,1,U,7:30 PM,primeaccess,30,"20,081",6917.598333,66.57%
series715,network28,Cable,1,M,3:00 AM,overnight,30,"19,996",7069.541944,69.62%
series962,network28,Cable,1,F,4:30 AM,overnight,30,"19,799",7272.643611,72.33%
series962,network28,Cable,1,F,5:00 AM,overnight,30,"19,602",7029.027778,70.57%
series888,network20,Cable,1,F,6:00 AM,earlymorning,60,"19,470",10336.96417,51.87%
