series,network,Type,# Eps,Air Day,National Time,daypart,Run_time (min),Unique HHs,Total Hrs Viewed,Avg % Viewed
series17,network11,Cable,1,W,3:00 PM,daytime,120,"121,193",75298,30.00%
series161,network26,Cable,1,U,11:30 AM,daytime,90,"121,091",68580,36.00%
series309,network41,Broadcast,3,W R F,7:00 PM,primeaccess,60,"120,919",57562.40389,44.14%
series139,network30,Cable,1,U,12:00 PM,daytime,120,"120,871",72214,29.00%
series881,network17,Cable,2,U,6:30 PM,earlyfringe,30,"120,500",32641.87667,53.36%
series732,network25,Cable,1,U,6:00 PM,earlyfringe,120,"120,480",81076.40361,32.31%
series1414,network27,Cable,1,W,6:00 PM,earlyfringe,150,"120,303",63797.82639,20.51%
series483,network26,Cable,2,S,12:00 PM,daytime,30,"120,266",40843,66.00%
series742,network33,Cable,1,M,5:00 PM,earlyfringe,118,"120,167",73470.19722,29.80%
series793,network25,Cable,1,U,4:00 PM,earlyfringe,120,"119,971",78849.73861,31.70%
series1271,network21,Cable,4,S,7:00 AM,earlymorning,30,"119,879",35183.53306,57.69%
series987,network21,Cable,4,F,7:00 AM,earlymorning,30,"119,642",33622.36417,55.30%
series848,network12,Cable,1,U,7:00 PM,primeaccess,180,"119,565",85298.95278,22.30%
series224,network6,Cable,3,S,3:00 AM,overnight,30,"119,550",46005.0925,75.74%
series1372,network17,Cable,1,S,10:00 PM,prime,60,"119,233",47945.17861,38.89%
series378,network26,Cable,3,R,3:30 AM,overnight,15,"119,216",25625.65444,84.55%
series447,network45,Cable,3,F,1:00 AM,latefringe,30,"119,147",40832.73056,66.95%
series150,network25,Cable,1,U,6:00 PM,earlyfringe,120,"119,011",76157.32722,30.90%
series1382,network48,Cable,1,S,6:00 PM,earlyfringe,120,"118,999",68842.64333,28.09%
series69,network17,Cable,4,S,8:00 AM,earlymorning,30,"118,999",30115.55278,49.74%
series1045,network35,Cable,2,W S,11:30 PM,latefringe,30,"118,984",32902.07167,54.24%
series988,network8,Cable,2,F,11:00 PM,latefringe,30,"118,944",33510.70667,55.15%
series987,network21,Cable,4,F,8:00 AM,earlymorning,30,"118,836",35130.75417,58.09%
series214,network32,Cable,1,F,9:30 AM,daytime,30,"118,759",42157,68.00%
series242,network4,Broadcast,1,S,2:00 PM,daytime,30,"118,718",30044,50.00%
series696,network53,Cable,2,R F,7:30 PM,primeaccess,120,"118,715",42958.88306,17.47%
series266,network36,Cable,4,S,4:00 AM,overnight,60,"118,586",54118.99583,45.02%
series1271,network21,Cable,4,S,7:30 AM,earlymorning,30,"118,479",36500.60111,60.36%
series676,network13,Broadcast,1,U,2:00 PM,daytime,60,"118,226",47955,40.00%
series642,network27,Cable,1,S,6:30 PM,earlyfringe,150,"118,175",79345.25056,25.92%
series810,network35,Cable,1,U,11:00 PM,latefringe,120,"118,161",65531.7675,26.86%
series581,network20,Cable,4,T F,7:00 PM,primeaccess,60,"118,083",49292.94056,40.82%
series329,network35,Cable,2,T S,5:00 PM,earlyfringe,60,"118,067",49263.16667,40.78%
series1248,network30,Cable,1,S,4:00 PM,earlyfringe,120,"118,019",64875.92944,26.92%
series1256,network21,Cable,1,U,11:50 PM,latefringe,150,"117,976",79102.06667,25.90%
series563,network28,Cable,4,T S,3:30 AM,overnight,30,"117,968",46516.19833,77.45%
series355,network17,Cable,4,W,2:30 AM,overnight,30,"117,896",43461.11611,72.72%
series1059,network32,Cable,1,M,8:45 PM,prime,15,"117,863",20562.34917,67.28%
series953,network51,Cable,6,M W R,7:30 PM,primeaccess,30,"117,806",32832.52083,54.89%
series151,network22,Cable,4,S U,3:00 AM,overnight,30,"117,556",41622.14306,69.75%
series252,network26,Cable,1,R,1:00 PM,daytime,90,"117,210",68478,38.00%
series955,network27,Cable,1,S,11:00 PM,latefringe,150,"117,006",68212.78611,22.55%
series466,network34,Cable,1,U,9:00 PM,prime,60,"116,987",47969.50861,39.33%
series232,network15,Cable,1,U,3:00 PM,daytime,120,"116,981",82534,34.00%
series894,network30,Cable,2,R F,12:00 PM,daytime,30,"116,981",37359,63.00%
series1386,network38,Cable,6,W R U,2:00 AM,overnight,30,"116,879",42335.50722,71.30%
series1136,network15,Cable,1,S,5:00 PM,earlyfringe,120,"116,713",72360.40361,29.82%
series484,network32,Cable,1,S,12:30 AM,latefringe,30,"116,689",43986.71528,72.79%
series615,network41,Broadcast,1,T,10:30 PM,prime,150,"116,665",109081.6083,29.88%
series987,network21,Cable,4,F,7:30 AM,earlymorning,30,"116,641",34281.07083,57.81%
series34,network8,Cable,2,S,7:00 PM,primeaccess,60,"116,559",52131.51389,43.59%
series588,network27,Cable,1,S,4:30 PM,earlyfringe,120,"116,542",70896.70694,29.57%
series87,network30,Cable,2,M F,3:01 AM,overnight,30,"116,465",45012.33306,75.71%
series874,network30,Cable,1,F,10:00 PM,prime,60,"116,434",43895.11611,36.75%
series521,network27,Cable,1,S,6:00 PM,earlyfringe,150,"116,167",76370.69806,25.17%
series1045,network35,Cable,2,W S,12:00 AM,latefringe,30,"115,870",34680.45639,58.61%
series1000,network26,Cable,1,M,1:00 PM,daytime,90,"115,687",68278.5,38.00%
series816,network11,Cable,1,S,12:00 PM,daytime,60,"115,658",47548,40.00%
series97,network21,Cable,1,U,12:00 AM,latefringe,120,"115,538",65578.29,27.48%
series919,network15,Cable,1,S,11:00 PM,latefringe,120,"115,467",78133.97944,32.04%
series573,network6,Cable,3,F,3:00 AM,overnight,30,"115,440",43912.40611,74.93%
series1389,network30,Cable,1,W,11:00 PM,latefringe,61,"115,351",46100.01917,38.43%
series1116,network32,Cable,2,S,6:00 AM,earlymorning,30,"115,346",35513.49722,60.39%
series1014,network30,Cable,1,W,11:00 PM,latefringe,61,"115,281",52840.81278,43.55%
series1010,network30,Cable,1,U,4:00 PM,earlyfringe,120,"115,022",73526.45222,31.07%
series1005,network21,Cable,1,F,12:00 AM,latefringe,120,"114,937",68571.97194,28.76%
series98,network30,Cable,1,F,12:01 AM,latefringe,120,"114,886",78181.02056,33.06%
series972,network42,Cable,1,S,4:00 PM,earlyfringe,120,"114,831",71068.85167,29.96%
series485,network21,Cable,1,U,8:15 AM,earlymorning,120,"114,797",53762.43167,22.69%
series50,network21,Cable,1,F,12:00 AM,latefringe,105,"114,783",60353.68917,29.12%
series124,network42,Cable,1,S,2:00 PM,daytime,120,"114,755",65306,28.00%
series1023,network23,Cable,1,S,11:30 AM,daytime,150,"114,743",83310,28.00%
series640,network15,Cable,1,S,1:00 PM,daytime,120,"114,720",64200,27.00%
series303,network3,Cable,1,S,11:00 PM,latefringe,120,"114,655",66889.1275,28.02%
series437,network17,Cable,4,T,2:00 AM,overnight,60,"114,630",67624.97694,57.98%
series703,network56,Cable,4,F,2:00 AM,overnight,60,"114,623",52749.95611,45.10%
series980,network5,Broadcast,4,S,8:00 AM,earlymorning,60,"114,614",56859.12028,46.51%
series1233,network25,Cable,1,S,7:00 PM,primeaccess,120,"114,593",65467.92944,27.45%
series1040,network39,Cable,4,R U,7:00 PM,primeaccess,60,"114,298",51978.10778,44.31%
series1019,network48,Cable,4,S,8:30 AM,earlymorning,30,"114,251",31265.41611,53.46%
series769,network35,Cable,1,M,8:00 PM,prime,60,"114,171",41638.46,35.64%
series825,network11,Cable,1,S,12:30 PM,daytime,30,"113,967",32318,55.00%
series1382,network48,Cable,1,U,10:00 AM,daytime,120,"113,747",70356,30.00%
series903,network33,Cable,3,M T W,6:45 PM,earlyfringe,15,"113,614",21150.8575,73.01%
series691,network25,Cable,1,U,6:00 PM,earlyfringe,120,"113,481",71396.855,30.29%
series432,network26,Cable,3,S,1:30 AM,latefringe,30,"113,311",42112.11583,72.92%
series1162,network30,Cable,1,S,11:00 AM,daytime,120,"113,199",66736,29.00%
series1437,network21,Cable,1,S,11:45 PM,latefringe,120,"113,186",64276.08333,27.42%
series1219,network26,Cable,4,U,4:00 AM,overnight,30,"113,165",40577.54861,70.65%
series588,network27,Cable,1,U,12:00 PM,daytime,120,"113,079",67494,29.00%
series749,network15,Cable,1,S,5:00 PM,earlyfringe,120,"113,019",80388.57861,34.06%
series176,network19,Cable,1,S,6:00 PM,earlyfringe,120,"113,009",80028.13944,33.85%
series1353,network42,Cable,1,W,7:00 PM,primeaccess,60,"113,008",42505.52806,36.46%
series634,network7,Cable,1,R,11:02 PM,latefringe,58,"112,902",46427.37917,40.81%
series1372,network17,Cable,3,F,2:30 AM,overnight,30,"112,888",43923.5775,76.62%
series946,network1,Cable,1,F,12:00 AM,latefringe,120,"112,807",63450.89889,27.16%
series298,network26,Cable,4,S,2:30 AM,overnight,30,"112,704",43636.59889,76.22%
series1208,network24,Cable,1,U,4:00 PM,earlyfringe,120,"112,632",75624.42972,32.06%
series557,network35,Cable,1,F,8:00 PM,prime,60,"112,628",39384.16417,34.24%
series1032,network25,Cable,1,U,2:00 PM,daytime,120,"112,119",67842,29.00%
series1178,network27,Cable,1,S,1:00 PM,daytime,150,"112,025",75655,26.00%
series109,network26,Cable,4,U,3:15 AM,overnight,15,"112,009",24862.49278,87.65%
series498,network34,Cable,1,S,3:00 PM,daytime,60,"112,005",49522,43.00%
series714,network25,Cable,1,S,7:00 PM,primeaccess,120,"111,969",75002.02111,32.17%
series1135,network8,Cable,2,M U,7:30 PM,primeaccess,30,"111,766",33463.69861,58.56%
series560,network6,Cable,1,W,10:30 PM,prime,60,"111,719",42636.07694,37.00%
series267,network36,Cable,1,U,7:00 PM,primeaccess,120,"111,592",48231.15222,21.03%
series936,network3,Cable,1,U,4:30 PM,earlyfringe,120,"111,415",55625.45528,24.34%
series102,network30,Cable,1,S,1:00 PM,daytime,120,"111,365",64050,28.00%
series693,network30,Cable,1,S,8:00 AM,earlymorning,180,"111,275",60557.40472,17.61%
series726,network48,Cable,4,R,2:01 AM,overnight,30,"111,230",40714.52,71.87%
series1114,network9,Cable,1,S,1:00 AM,latefringe,150,"111,205",77134.03611,26.77%
series1167,network1,Cable,1,S,6:00 PM,earlyfringe,120,"111,007",61754.3325,26.54%
series1367,network24,Cable,1,U,6:00 PM,earlyfringe,120,"111,006",72409.85556,31.05%
series562,network30,Cable,1,S,6:00 PM,earlyfringe,120,"110,724",59981.02722,26.46%
series337,network30,Cable,1,S,12:00 PM,daytime,120,"110,438",63428,28.00%
series670,network17,Cable,1,U,10:00 PM,prime,60,"110,357",50183.61972,43.33%
series358,network9,Cable,1,S,7:00 PM,primeaccess,120,"110,266",44738.54972,19.78%
series513,network27,Cable,1,S,11:00 PM,latefringe,150,"110,048",70726.37417,24.58%
series1372,network17,Cable,1,F,11:00 PM,latefringe,60,"109,997",39982.83639,35.35%
series214,network32,Cable,1,F,9:00 AM,daytime,30,"109,851",38780.5,68.00%
series457,network34,Cable,1,S,11:00 PM,latefringe,60,"109,842",36764.95194,32.36%
series894,network30,Cable,2,R F,11:30 AM,daytime,30,"109,747",35656,64.00%
series1013,network17,Cable,4,U,8:00 AM,earlymorning,30,"109,711",27961.43444,50.04%
series891,network48,Cable,2,S,5:30 PM,earlyfringe,30,"109,687",33086.97222,59.06%
series53,network25,Cable,1,U,4:00 PM,earlyfringe,120,"109,644",75811.75833,33.31%
series1249,network30,Cable,4,M,7:00 AM,earlymorning,60,"109,632",45019.00972,40.49%
series1311,network26,Cable,4,M T W F,4:30 AM,overnight,15,"109,594",23939.52667,86.32%
series476,network1,Cable,1,F,12:00 AM,latefringe,120,"109,585",67122.96528,29.64%
series266,network36,Cable,2,S,2:00 PM,daytime,30,"109,310",32122,58.00%
series285,network41,Broadcast,4,S,7:00 PM,primeaccess,60,"109,265",44359.41667,38.73%
series1365,network1,Cable,1,U,1:15 AM,latefringe,115,"109,264",99287.93056,45.87%
series689,network10,Cable,1,U,7:00 PM,primeaccess,120,"109,232",47649.67583,21.31%
series1360,network25,Cable,1,U,5:00 PM,earlyfringe,120,"109,208",78480.92278,34.62%
series814,network11,Cable,1,S,2:00 PM,daytime,60,"109,144",44963,40.00%
series1202,network27,Cable,1,S,12:00 PM,daytime,120,"109,098",63628,28.00%
series872,network34,Cable,1,U,9:00 PM,prime,60,"109,041",40259.51917,35.44%
series1135,network8,Cable,2,M U,7:00 PM,primeaccess,30,"108,835",32580.65417,58.62%
series522,network42,Cable,1,M,5:00 PM,earlyfringe,120,"108,783",57067.7475,25.50%
series903,network33,Cable,3,M W R,7:15 PM,primeaccess,15,"108,756",19814.13028,71.70%
series490,network16,Cable,4,F,7:00 PM,primeaccess,60,"108,634",40865.37472,36.81%
series876,network45,Cable,2,W,11:30 PM,latefringe,30,"108,198",29944.26667,53.63%
series1084,network34,Cable,1,U,11:00 PM,latefringe,60,"108,162",40630.5825,36.33%
series447,network45,Cable,3,F,1:30 AM,latefringe,30,"108,132",39449.52944,71.37%
series647,network8,Cable,4,M T,2:00 AM,overnight,60,"108,091",57678.00139,52.61%
series787,network25,Cable,1,S,7:00 PM,primeaccess,120,"107,992",75075.32083,33.28%
series891,network48,Cable,2,S,5:00 PM,earlyfringe,30,"107,855",31813.25778,57.74%
series972,network42,Cable,1,U,2:00 PM,daytime,120,"107,811",66174,30.00%
series688,network1,Cable,2,U,12:00 AM,latefringe,60,"107,358",57824.10695,52.27%
series894,network30,Cable,1,R,7:00 PM,primeaccess,30,"107,204",30166.28111,55.12%
series1193,network42,Cable,1,W,7:30 PM,primeaccess,150,"107,141",51428.42806,18.64%
series217,network22,Cable,1,U,7:00 PM,primeaccess,60,"107,134",53678.70028,48.01%
series681,network22,Cable,1,S,12:00 AM,latefringe,60,"107,085",63396.45556,56.57%
series118,network33,Cable,1,W,5:00 PM,earlyfringe,135,"107,004",69298.97333,27.27%
series355,network17,Cable,1,F,10:00 PM,prime,30,"106,752",28569.89778,52.13%
series405,network5,Broadcast,4,S,8:00 AM,earlymorning,60,"106,664",55189.74056,48.92%
series1067,network26,Cable,4,U,3:30 AM,overnight,15,"106,623",23579.92917,87.34%
series1395,network35,Cable,1,U,2:00 PM,daytime,60,"106,507",39731,37.00%
series1341,network15,Cable,1,S,3:00 PM,daytime,120,"106,496",66008,30.00%
series1091,network32,Cable,1,T,2:30 PM,daytime,30,"106,486",32762,60.00%
series894,network30,Cable,2,R F,11:00 AM,daytime,30,"106,467",33955,63.00%
series891,network48,Cable,3,W S,3:01 AM,overnight,30,"106,362",38798.72944,71.50%
series21,network14,Cable,1,W,7:00 PM,primeaccess,245,"106,274",90150.42667,18.05%
series1369,network40,Cable,4,U,8:00 AM,earlymorning,60,"105,991",34636.50611,32.27%
series589,network17,Cable,2,U,6:00 PM,earlyfringe,30,"105,866",30369.09195,56.44%
series402,network30,Cable,1,T,4:00 PM,earlyfringe,120,"105,825",56142.69778,26.04%
series501,network30,Cable,1,S,12:01 AM,latefringe,120,"105,800",65267.04694,30.02%
series548,network11,Cable,1,S,2:00 PM,daytime,90,"105,650",46785,29.00%
series104,network24,Cable,1,U,4:00 PM,earlyfringe,120,"105,529",81535.74556,36.74%
series557,network35,Cable,1,F,11:00 PM,latefringe,60,"105,451",38207.49972,35.29%
series1274,network33,Cable,2,S U,4:00 PM,earlyfringe,30,"105,291",33642.99139,62.36%
series790,network40,Cable,4,U,2:00 AM,overnight,60,"105,265",61059.60361,57.16%
series599,network15,Cable,1,S,3:00 PM,daytime,120,"105,244",77150,35.00%
series577,network30,Cable,1,S,10:00 AM,daytime,120,"105,135",61696,29.00%
series818,network46,Cable,1,U,10:00 AM,daytime,120,"104,891",73042,33.00%
series1022,network22,Cable,1,U,1:00 AM,latefringe,120,"104,813",88323.66222,40.82%
series554,network42,Cable,1,S,7:00 PM,primeaccess,120,"104,702",57620.45528,26.67%
series603,network6,Cable,1,W,8:00 PM,prime,60,"104,638",41016.05111,38.08%
series1163,network23,Cable,1,U,6:30 PM,earlyfringe,149,"104,627",63685.13278,23.59%
series1017,network25,Cable,1,U,4:00 PM,earlyfringe,120,"104,627",74018.45833,34.16%
series266,network36,Cable,1,S,4:00 PM,earlyfringe,120,"104,564",50923.55861,23.74%
series1425,network22,Cable,1,M,12:08 AM,latefringe,60,"104,425",46544.62556,42.43%
series447,network45,Cable,3,F,2:00 AM,overnight,30,"104,327",38349.79278,71.99%
series954,network51,Cable,5,M W F,7:00 PM,primeaccess,30,"104,326",30120.35583,56.89%
series589,network17,Cable,4,M,2:00 AM,overnight,30,"104,180",39172.68667,74.31%
series803,network24,Cable,1,U,12:00 PM,daytime,120,"103,976",71808,33.00%
series21,network14,Cable,1,S,7:00 PM,primeaccess,249,"103,913",106308.4178,21.70%
series619,network26,Cable,4,S,5:30 AM,overnight,30,"103,843",32945.16611,62.44%
series1252,network23,Cable,4,S,7:00 AM,earlymorning,30,"103,748",30612.02222,57.85%
series1234,network24,Cable,1,U,2:00 PM,daytime,120,"103,601",74266,34.00%
series342,network35,Cable,2,T S,1:00 AM,latefringe,60,"103,576",54441.97889,51.23%
series129,network26,Cable,4,U,4:30 AM,overnight,30,"103,456",36823.31528,70.16%
series1279,network24,Cable,1,U,2:00 PM,daytime,120,"103,442",72070,33.00%
series355,network17,Cable,1,F,10:30 PM,prime,30,103413,30491.50222,57.38%
series28,network11,Cable,1,S,1:00 PM,daytime,60,"103,294",40981,39.00%
series904,network25,Cable,1,U,2:00 PM,daytime,120,"103,159",62530,29.00%
series10,network7,Cable,2,F U,7:00 PM,primeaccess,60,"103,079",44344.78028,42.13%
series744,network15,Cable,1,S,2:00 PM,daytime,120,"103,061",66928,31.00%
series937,network7,Cable,4,R S U,2:00 AM,overnight,60,"103,039",55139.44,52.64%
series155,network9,Cable,1,M,7:00 PM,primeaccess,120,"103,016",46175.71333,21.85%
series212,network27,Cable,1,S,4:00 PM,earlyfringe,120,"103,000",60930.36861,28.73%
series861,network30,Cable,1,M,4:00 PM,earlyfringe,120,"102,999",60371.1675,28.63%
series891,network48,Cable,2,S,2:01 AM,overnight,30,"102,930",36055.75083,68.34%
series801,network7,Cable,2,T,11:00 PM,latefringe,30,"102,930",29356.96583,55.67%
series949,network24,Cable,1,S,8:00 PM,prime,120,"102,927",77093.83833,35.30%
series855,network25,Cable,1,U,3:00 PM,daytime,120,"102,816",74396,35.00%
series867,network15,Cable,1,U,11:00 PM,latefringe,120,"102,365",68068.57111,31.56%
series699,network24,Cable,1,U,2:00 PM,daytime,120,"102,189",75496,35.00%
series1428,network2,Cable,4,U,8:00 AM,earlymorning,30,"102,056",27444.66806,52.84%
series526,network34,Cable,1,U,10:00 PM,prime,60,"102,041",39384.50667,37.05%
series317,network9,Cable,1,S,10:00 PM,prime,60,"101,798",39049.9475,37.21%
series671,network13,Broadcast,1,R,1:48 AM,latefringe,29,"101,663",40470.87861,80.72%
series1045,network35,Cable,2,W S,12:30 AM,latefringe,30,"101,630",31103.62833,59.93%
series758,network24,Cable,1,U,6:00 PM,earlyfringe,120,"101,553",57057.01528,26.98%
series308,network1,Cable,1,M,1:09 AM,latefringe,56,"101,541",64099.49389,65.53%
series818,network46,Cable,1,U,10:30 AM,daytime,120,"101,476",69274,32.00%
series160,network26,Cable,1,R,4:00 PM,earlyfringe,60,"101,414",48751.64028,46.12%
series267,network36,Cable,3,S U,2:00 AM,overnight,60,"101,143",50094.805,48.78%
series794,network63,Cable,4,U,7:00 PM,primeaccess,60,"101,131",41041.07028,39.72%
series734,network32,Cable,1,F,1:30 PM,daytime,30,"100,956",36514,70.00%
series1054,network21,Cable,1,U,12:42 AM,latefringe,168,"100,948",93629.78972,32.07%
series1062,network11,Cable,2,M U,4:30 AM,overnight,90,"100,933",53646.89917,34.71%
series212,network27,Cable,1,R,7:00 PM,primeaccess,120,"100,814",51210.64167,24.64%
series771,network26,Cable,4,U,3:45 AM,overnight,15,"100,780",22280.01694,87.33%
series183,network25,Cable,1,S,5:00 PM,earlyfringe,120,"100,710",67600.07139,32.28%
series1397,network25,Cable,1,S,3:00 PM,daytime,120,"100,690",68088,33.00%
series305,network30,Cable,1,U,8:00 AM,earlymorning,120,"100,664",44190.47056,21.39%
series891,network48,Cable,2,S,4:30 PM,earlyfringe,30,"100,585",29877.5325,58.21%
series1324,network26,Cable,4,M T W F,4:45 AM,overnight,15,"100,580",22005.33333,86.56%
series217,network22,Cable,1,U,6:00 PM,earlyfringe,60,"100,461",49516.6125,47.46%
series1331,network30,Cable,3,T R,3:01 AM,overnight,61,"100,356",61475.23889,59.35%
series1199,network25,Cable,1,U,11:00 PM,latefringe,120,"100,344",61980.37222,29.79%
series1298,network30,Cable,1,S,2:00 PM,daytime,90,"100,331",50641.5,33.00%
series929,network6,Cable,1,W,9:30 PM,prime,30,"100,318",29028.81889,56.37%
series392,network27,Cable,1,U,3:00 PM,daytime,120,"100,201",67692,33.00%
series1310,network24,Cable,1,S,4:00 PM,earlyfringe,120,"100,196",73776.33806,35.04%
series255,network17,Cable,1,U,6:00 PM,earlyfringe,60,"100,140",47828.00667,46.26%
series655,network10,Cable,2,S,7:30 PM,primeaccess,30,"100,099",25730.6275,50.66%
series663,network10,Cable,2,U,7:30 PM,primeaccess,30,"100,007",25615.11889,50.36%
series735,network42,Cable,1,S,7:00 PM,primeaccess,120,"99,912",54150.27917,26.43%
series1409,network35,Cable,1,U,7:00 PM,primeaccess,60,"99,908",37010.4825,36.35%
series163,network26,Cable,1,F,7:00 PM,primeaccess,30,"99,900",35364.87778,67.62%
series613,network30,Cable,2,U,2:01 AM,overnight,60,"99,808",60221.07278,59.03%
series886,network13,Broadcast,4,S,7:00 PM,primeaccess,30,"99,765",21928.65111,42.57%
series848,network12,Cable,1,U,4:30 PM,earlyfringe,150,"99,701",66333.20278,25.52%
series87,network30,Cable,2,M F,3:31 AM,overnight,31,"99,685",40896.53556,77.88%
series372,network35,Cable,1,F,9:00 PM,prime,60,"99,667",42734.84167,41.53%
series573,network6,Cable,3,F,3:30 AM,overnight,30,"99,547",40327.97806,79.85%
series71,network28,Cable,2,R,7:53 PM,primeaccess,33,"99,469",29145.66,51.93%
series769,network35,Cable,1,M,11:00 PM,latefringe,60,"99,438",37588.37694,36.77%
series1199,network25,Cable,1,U,1:00 PM,daytime,120,"99,320",62306,30.00%
series447,network45,Cable,3,F,2:30 AM,overnight,30,"99,186",37910.11583,74.90%
series836,network11,Cable,1,U,6:30 PM,earlyfringe,30,"99,137",23714.58667,46.63%
series398,network2,Cable,3,U,8:30 AM,earlymorning,30,"99,126",27136.42083,53.74%
series474,network32,Cable,2,U,5:00 AM,overnight,30,"99,051",34300.24417,67.65%
series891,network48,Cable,2,S,4:00 PM,earlyfringe,30,"99,031",29761.53222,58.88%
series255,network17,Cable,1,U,5:00 PM,earlyfringe,60,"99,016",44376.12833,43.73%
series280,network9,Cable,2,F,11:30 PM,latefringe,30,"98,987",26873.78833,53.43%
series760,network18,Broadcast,1,S,4:00 PM,earlyfringe,186,"98,884",74877.50889,22.69%
series1220,network15,Cable,1,U,5:00 PM,earlyfringe,120,"98,873",56795.89139,27.82%
series818,network46,Cable,1,S,5:00 PM,earlyfringe,120,"98,827",66307.63444,31.81%
series315,network9,Cable,1,S,11:00 PM,latefringe,60,"98,808",35250.43389,34.74%
series312,network6,Cable,3,S,3:30 AM,overnight,30,"98,795",41227.515,82.24%
series245,network22,Cable,1,M,12:05 AM,latefringe,120,"98,691",81200.72056,39.86%
series599,network15,Cable,1,S,1:00 PM,daytime,120,"98,615",66608,32.00%
series850,network21,Cable,1,S,11:00 PM,latefringe,120,"98,606",53444.06778,26.35%
series1171,network48,Cable,4,T,3:01 AM,overnight,61,"98,596",62819.60055,61.45%
series251,network26,Cable,3,R,3:45 AM,overnight,15,"98,592",22276.7875,89.14%
series631,network9,Cable,1,U,6:00 PM,earlyfringe,60,"98,585",37309.0575,36.80%
series843,network5,Broadcast,4,U,8:00 AM,earlymorning,90,"98,555",49314.32778,31.55%
series242,network4,Broadcast,1,S,3:00 PM,daytime,30,"98,481",27219.5,54.00%
series360,network30,Cable,1,F,4:00 PM,earlyfringe,120,"98,471",57016.59056,28.34%
series778,network30,Cable,1,F,9:00 PM,prime,30,"98,415",23163.34917,46.11%
series603,network6,Cable,1,W,11:00 PM,latefringe,60,"98,367",38869.15472,38.45%
series468,network12,Cable,1,F,11:00 PM,latefringe,120,"98,319",60788.64167,29.66%
series1419,network32,Cable,1,F,9:30 AM,daytime,30,"97,881",36737.5,73.00%
series492,network26,Cable,4,S,3:00 AM,overnight,30,"97,814",35985.00528,72.53%
series1204,network58,Cable,2,S U,7:00 PM,primeaccess,120,"97,790",40055.02167,20.08%
series995,network26,Cable,1,F,9:00 AM,daytime,90,"97,610",62374.5,41.00%
series1052,network1,Cable,1,W,2:13 AM,overnight,56,"97,579",60933.85528,64.99%
series62,network27,Cable,1,U,5:00 PM,earlyfringe,120,"97,385",57150.55528,28.56%
series87,network30,Cable,1,M,12:01 AM,latefringe,30,"97,247",33754.27778,67.61%
series814,network12,Cable,1,S,2:00 PM,daytime,60,"97,142",35690,35.00%
series18,network11,Cable,2,U,3:30 AM,overnight,120,"97,015",71777.81361,36.34%
series860,network30,Cable,2,W F,3:01 AM,overnight,61,"96,988",59246.31361,58.81%
series1224,network24,Cable,1,S,12:00 PM,daytime,120,"96,822",64860,32.00%
series620,network17,Cable,4,R,3:00 AM,overnight,60,"96,806",57349.70333,58.36%
series1020,network6,Cable,1,U,2:30 PM,daytime,90,"96,796",52506,35.00%
series1188,network30,Cable,1,S,12:01 AM,latefringe,120,"96,584",68215.77778,34.35%
series572,network6,Cable,1,F,8:30 PM,prime,30,"96,575",29705.31,60.06%
series1108,network7,Cable,1,T,12:00 AM,latefringe,120,"96,487",74553.85667,37.05%
series392,network27,Cable,1,S,6:00 PM,earlyfringe,120,"96,467",61441.73,30.86%
series483,network26,Cable,1,F,7:30 PM,primeaccess,30,"96,433",31864.04972,63.14%
series436,network17,Cable,4,F,4:00 AM,overnight,30,"96,225",33972.56222,69.79%
series120,network3,Cable,2,F,11:30 PM,latefringe,30,"96,174",26872.34083,54.74%
series1280,network33,Cable,1,W,5:00 PM,earlyfringe,120,"96,150",54651.24306,27.14%
series1185,network15,Cable,1,S,11:00 PM,latefringe,120,"95,887",50937.37611,25.50%
series47,network24,Cable,1,U,10:00 AM,daytime,120,"95,872",65778,32.00%
series963,network25,Cable,1,M,11:00 PM,latefringe,60,"95,776",43981.01556,43.98%
series359,network48,Cable,2,W,1:01 AM,latefringe,60,"95,726",56644.65667,57.66%
series1274,network33,Cable,2,S U,4:30 PM,earlyfringe,30,"95,525",31073.92639,63.58%
series1308,network28,Cable,2,R U,12:30 AM,latefringe,30,"95,515",33100.845,67.80%
series542,network30,Cable,1,T,6:00 PM,earlyfringe,60,"95,514",39385.14444,40.48%
series234,network25,Cable,1,S,1:00 PM,daytime,120,"95,497",64188,32.00%
series521,network27,Cable,1,S,4:00 PM,earlyfringe,120,"95,401",48587.97194,24.70%
series903,network33,Cable,6,M W R S U,6:30 AM,earlymorning,30,"95,352",26371.84028,54.59%
series833,network13,Broadcast,4,U,8:00 AM,earlymorning,60,"95,226",42890.08278,42.71%
series1079,network20,Cable,3,U,7:00 PM,primeaccess,30,"95,225",29746.97,60.88%
series969,network19,Cable,1,S,6:15 PM,earlyfringe,105,"95,201",55685.56361,32.23%
series726,network48,Cable,4,R,2:31 AM,overnight,30,"95,164",37348.04972,77.16%
series856,network22,Cable,1,F,1:03 AM,latefringe,147,"95,144",77896.85528,32.46%
series96,network25,Cable,1,S,7:00 PM,primeaccess,120,"95,130",55568.70889,28.26%
series572,network6,Cable,1,F,8:00 PM,prime,30,"95,130",27572.07556,56.71%
series143,network12,Cable,1,U,7:00 PM,primeaccess,60,"95,048",28108.95222,28.85%
series1180,network1,Cable,1,F,2:00 AM,overnight,180,"94,950",71461.08333,24.36%
series988,network8,Cable,2,F,12:00 AM,latefringe,30,"94,934",28833.84944,59.53%
